address,city,price(USD),age,bds,ba,sqft,state,url
5628 Lyons View Pike,Knoxville,14995000,19,8.0,13.5,40768,TN,https://www.zillow.com/homedetails/5628-Lyons-View-Pike-Knoxville-TN-37919/186228165_zpid/
2925 Beasley Rd,CHAPEL HILL,1,29,4.0,3.0,3520,TN,https://www.zillow.com/homedetails/2925-Beasley-Rd-Chapel-Hill-TN-37034/41920264_zpid/
337 Bournemouth Ln,Hermitage,699000,1,6.0,6.0,5288,TN,https://www.zillow.com/homedetails/337-Bournemouth-Ln-Hermitage-TN-37076/108755884_zpid/
6113 Kettle Dr,KNOXVILLE,33000,18,3.0,2.0,1408,TN,https://www.zillow.com/homedetails/6113-Kettle-Dr-Knoxville-TN-37918/52596075_zpid/
4107 Forest Trail Dr,Sevierville,125000,39,2.0,2.0,1655,TN,https://www.zillow.com/homedetails/4107-Forest-Trail-Dr-Sevierville-TN-37876/42498137_zpid/
3540 Trimble Rd,NASHVILLE,3249000,10,5.0,7.0,8050,TN,https://www.zillow.com/homedetails/3540-Trimble-Rd-Nashville-TN-37215/41158343_zpid/
2317 Benay Rd,Nashville,180000,27,3.0,2.0,960,TN,https://www.zillow.com/homedetails/2317-Benay-Rd-Nashville-TN-37214/41067088_zpid/
8473 Stone Wood Cv E,CORDOVA,99999,26,3.0,2.0,2391,TN,https://www.zillow.com/homedetails/8473-Stone-Wood-Cv-E-Cordova-TN-38018/42288459_zpid/
333 Snead Dr,Crossville,89900,40,2.0,2.0,1977,TN,https://www.zillow.com/homedetails/333-Snead-Dr-Crossville-TN-38558/41002894_zpid/
7201 Stagecoach Trl,KNOXVILLE,240000,55,3.0,4.0,2771,TN,https://www.zillow.com/homedetails/7201-Stagecoach-Trl-Knoxville-TN-37909/41664933_zpid/
241 Dickerson Rd,Hillsboro,1,21,4.0,2.0,2536,TN,https://www.zillow.com/homedetails/241-Dickerson-Rd-Hillsboro-TN-37342/81078491_zpid/
102 Doris St,Camden,89900,46,4.0,4.0,2214,TN,https://www.zillow.com/homedetails/102-Doris-St-Camden-TN-38320/81033747_zpid/
1599 Springfield Hwy,GOODLETTSVILLE,269900,99,4.0,3.0,1926,TN,https://www.zillow.com/homedetails/1599-Springfield-Hwy-Goodlettsville-TN-37072/41047913_zpid/
1429 Tutwiler Ave,Memphis,135000,97,3.0,2.0,1100,TN,https://www.zillow.com/homedetails/1429-Tutwiler-Ave-Memphis-TN-38107/42148957_zpid/
240 Solness Ave,NASHVILLE,200000,15,3.0,2.0,1522,TN,https://www.zillow.com/homedetails/240-Solness-Ave-Nashville-TN-37218/71260463_zpid/
2281 Old Hickory Blvd,NASHVILLE,7800000,79,6.0,8.0,10898,TN,https://www.zillow.com/homedetails/2281-Old-Hickory-Blvd-Nashville-TN-37215/41191220_zpid/
3451 Cosby Hwy,Cosby,139000,86,5.0,2.0,2416,TN,https://www.zillow.com/homedetails/3451-Cosby-Hwy-Cosby-TN-37722/40963892_zpid/
7520 Parsonage Ln,Knoxville,8400000,6,4.0,4.5,6921,TN,https://www.zillow.com/homedetails/7520-Parsonage-Ln-Knoxville-TN-37920/186227366_zpid/
1205 Lovell View Dr,KNOXVILLE,189900,44,4.0,3.0,2468,TN,https://www.zillow.com/homedetails/1205-Lovell-View-Dr-Knoxville-TN-37932/41674551_zpid/
3103A Priest Woods Dr,Nashville,221500,34,3.0,3.0,1710,TN,https://www.zillow.com/homedetails/3103A-Priest-Woods-Dr-Nashville-TN-37214/2088622126_zpid/
1820 Richmond Ln,CHATTANOOGA,219900,17,3.0,3.0,2322,TN,https://www.zillow.com/homedetails/1820-Richmond-Ln-Chattanooga-TN-37421/55237914_zpid/
3112 Greggwood Dr,NASHVILLE,249900,0,3.0,3.0,1500,TN,https://www.zillow.com/homedetails/3112-Greggwood-Dr-Nashville-TN-37207/41072938_zpid/
1109 Galewood Rd,KNOXVILLE,245000,44,3.0,2.0,1500,TN,https://www.zillow.com/homedetails/1109-Galewood-Rd-Knoxville-TN-37919/41692453_zpid/
504 Haynes St,NASHVILLE,199999,22,3.0,2.0,1304,TN,https://www.zillow.com/homedetails/504-Haynes-St-Nashville-TN-37207/41083055_zpid/
332 Bibee Ln,Caryville,64900,24,3.0,2.0,1440,TN,https://www.zillow.com/homedetails/332-Bibee-Ln-Caryville-TN-37714/81030850_zpid/
510 S 12th St,NASHVILLE,725000,0,3.0,3.0,2909,TN,https://www.zillow.com/homedetails/510-S-12th-St-Nashville-TN-37206/41105366_zpid/
11717 Autumn Leaves Ln,KNOXVILLE,199900,36,3.0,2.0,1484,TN,https://www.zillow.com/homedetails/11717-Autumn-Leaves-Ln-Knoxville-TN-37934/41707192_zpid/
1682 Rayner St,Memphis,119000,39,3.0,3.0,4100,TN,https://www.zillow.com/homedetails/1682-Rayner-St-Memphis-TN-38106/2087607992_zpid/
916 Glenhurst Way,Clarksville,199900,13,4.0,3.0,2876,TN,https://www.zillow.com/homedetails/916-Glenhurst-Way-Clarksville-TN-37040/70546566_zpid/
4840 Mapleleaf Dr NW,Cleveland,85000,11,4.0,3.0,2460,TN,https://www.zillow.com/homedetails/4840-Mapleleaf-Dr-NW-Cleveland-TN-37312/81022303_zpid/
91 Nixon Hollow Ln,Pleasant Shade,259900,25,3.0,2.0,1814,TN,https://www.zillow.com/homedetails/91-Nixon-Hollow-Ln-Pleasant-Shade-TN-37145/42370299_zpid/
381 Carson Hollow Ln,Cumberland City,225000,47,3.0,1.0,1577,TN,https://www.zillow.com/homedetails/381-Carson-Hollow-Ln-Cumberland-City-TN-37050/66605331_zpid/
4048 Alexis Cir,CHATTANOOGA,161900,16,3.0,3.0,1538,TN,https://www.zillow.com/homedetails/4048-Alexis-Cir-Chattanooga-TN-37406/59805731_zpid/
240 S Crest Rd,CHATTANOOGA,2595000,49,7.0,15.0,19000,TN,https://www.zillow.com/homedetails/240-S-Crest-Rd-Chattanooga-TN-37404/41430679_zpid/
3603 Kimberlin Heights Rd,Kimberlin Heights,304400,29,4.0,4.0,2016,TN,https://www.zillow.com/homedetails/3603-Kimberlin-Heights-Rd-Kimberlin-Heights-TN-37920/41672212_zpid/
4578 Stewarts Ferry Pike,Mount Juliet,199900,90,3.0,2.0,1578,TN,https://www.zillow.com/homedetails/4578-Stewarts-Ferry-Pike-Mount-Juliet-TN-37122/42681037_zpid/
480 Nursery Rd,Dandridge,90000,36,3.0,2.0,2079,TN,https://www.zillow.com/homedetails/480-Nursery-Rd-Dandridge-TN-37725/41569372_zpid/
3425 Burwood Rd,KNOXVILLE,187500,59,4.0,3.0,2340,TN,https://www.zillow.com/homedetails/3425-Burwood-Rd-Knoxville-TN-37921/41634795_zpid/
5619 Walnut Hill Ln,Dallas,29500000,81,10.0,17.0,27092,TX,https://www.zillow.com/homedetails/5619-Walnut-Hill-Ln-Dallas-TX-75229/26757825_zpid/
100 Carnarvon Dr,HOUSTON,29999999,7,8.0,8.0,26401,TX,https://www.zillow.com/homedetails/100-Carnarvon-Dr-Houston-TX-77024/84024352_zpid/
1210 Hacienda Del Sol,Weslaco,150000,22,8.0,6.0,5408,TX,https://www.zillow.com/homedetails/1210-Hacienda-Del-Sol-Weslaco-TX-78596/52819522_zpid/
10210 Strait Ln,DALLAS,23000000,56,6.0,11.0,11387,TX,https://www.zillow.com/homedetails/10210-Strait-Ln-Dallas-TX-75229/26758058_zpid/
6005 Rayburn Dr,Fort Worth,305000,47,5.0,4.0,3797,TX,https://www.zillow.com/homedetails/6005-Rayburn-Dr-Fort-Worth-TX-76133/29109285_zpid/
1000 Kirby Dr,HOUSTON,20000000,33,9.0,11.0,23870,TX,https://www.zillow.com/homedetails/1000-Kirby-Dr-Houston-TX-77019/27792466_zpid/
2816 Birmingham Ave,Dallas,300000,0,3.0,3.0,2037,TX,https://www.zillow.com/homedetails/2816-Birmingham-Ave-Dallas-TX-75215/96515154_zpid/
11203 Loblolly Ln,Euless,128500,1,3.0,2.0,1856,TX,https://www.zillow.com/homedetails/11203-Loblolly-Ln-Euless-TX-76040/2087614433_zpid/
5131 Pine Lake Dr,SAN ANTONIO,173900,31,4.0,3.0,2113,TX,https://www.zillow.com/homedetails/5131-Pine-Lake-Dr-San-Antonio-TX-78244/26189886_zpid/
1808 Point De Vue Dr,Flower Mound,12000000,12,11.0,13.0,19337,TX,https://www.zillow.com/homedetails/1808-Point-De-Vue-Dr-Flower-Mound-TX-75022/2133120005_zpid/
10 Davenport Ln,SAN ANTONIO,9500000,24,11.0,9.0,8675,TX,https://www.zillow.com/homedetails/10-Davenport-Ln-San-Antonio-TX-78257/26477110_zpid/
15714 Bellforest Ct,HOUSTON,275000,14,4.0,4.0,3863,TX,https://www.zillow.com/homedetails/15714-Bellforest-Ct-Houston-TX-77044/80591989_zpid/
7654 Eagle Ledge,SAN ANTONIO,327000,12,4.0,3.0,2792,TX,https://www.zillow.com/homedetails/7654-Eagle-Ledge-San-Antonio-TX-78249/80041789_zpid/
2904 Harbinger Ln,DALLAS,242500,36,2.0,2.0,1298,TX,https://www.zillow.com/homedetails/2904-Harbinger-Ln-Dallas-TX-75287/55172764_zpid/
3121 Park Ln APT 1111,Dallas,90000,50,3.0,2.0,1193,TX,https://www.zillow.com/homedetails/3121-Park-Ln-APT-1111-Dallas-TX-75220/2087109911_zpid/
5139 Seneca Dr,DALLAS,8995000,7,6.0,9.0,16000,TX,https://www.zillow.com/homedetails/5139-Seneca-Dr-Dallas-TX-75209/26759508_zpid/
4601 Misty Ridge Dr,Fort Worth,190000,32,3.0,3.0,1696,TX,https://www.zillow.com/homedetails/4601-Misty-Ridge-Dr-Fort-Worth-TX-76137/29220760_zpid/
204 Ridgecrest Dr,Euless,169000,60,3.0,2.0,1222,TX,https://www.zillow.com/homedetails/204-Ridgecrest-Dr-Euless-TX-76040/29060215_zpid/
507 W Vega Ln,Killeen,122000,6,4.0,3.0,2106,TX,https://www.zillow.com/homedetails/507-W-Vega-Ln-Killeen-TX-76542/120887427_zpid/
9553 Bella Terra Dr,Fort Worth,7000000,13,6.0,9.0,24093,TX,https://www.zillow.com/homedetails/9553-Bella-Terra-Dr-Fort-Worth-TX-76126/83788499_zpid/
26631 Lisa Ln,PORTER,129900,15,2.0,2.0,1124,TX,https://www.zillow.com/homedetails/26631-Lisa-Ln-Porter-TX-77365/67662484_zpid/
127 Birnam Wood Ct,AUSTIN,9450000,18,6.0,6.2,8975,TX,https://www.zillow.com/homedetails/127-Birnam-Wood-Ct-Austin-TX-78746/29332420_zpid/
5712 Brookneal Ct,Arlington,152000,22,4.0,2.0,1696,TX,https://www.zillow.com/homedetails/5712-Brookneal-Ct-Arlington-TX-76018/29298760_zpid/
8310 Holmwood Dr,HOUSTON,170000,27,5.0,3.0,2270,TX,https://www.zillow.com/homedetails/8310-Holmwood-Dr-Houston-TX-77040/28446224_zpid/
15130 Mause Creek Dr,Humble,228660,4,4.0,3.0,2458,TX,https://www.zillow.com/homedetails/15130-Mause-Creek-Dr-Humble-TX-77396/161421362_zpid/
5540 N 40th Pl,Dallas,6999000,12,9.0,12.0,15074,TX,https://www.zillow.com/homedetails/5540-N-40th-Pl-Dallas-TX-75252/53127814_zpid/
1109 Pleasant Valley Rd,Garland,65000,40,3.0,2.0,1555,TX,https://www.zillow.com/homedetails/1109-Pleasant-Valley-Rd-Garland-TX-75040/27004880_zpid/
11208 Loblolly Ln,Euless,134250,1,4.0,2.0,2040,TX,https://www.zillow.com/homedetails/11208-Loblolly-Ln-Euless-TX-76040/2089322746_zpid/
3410 Woodbriar Dr,HOUSTON,220000,42,4.0,3.0,2626,TX,https://www.zillow.com/homedetails/3410-Woodbriar-Dr-Houston-TX-77068/28239433_zpid/
4926 Deloache Ave,DALLAS,12495000,2,7.0,13.0,14179,TX,https://www.zillow.com/homedetails/4926-Deloache-Ave-Dallas-TX-75220/96510928_zpid/
1703 Aurora Dr,Richardson,300000,46,5.0,4.0,2743,TX,https://www.zillow.com/homedetails/1703-Aurora-Dr-Richardson-TX-75081/27159683_zpid/
940 W Dove Rd,Southlake,11000000,7,8.0,13.0,16477,TX,https://www.zillow.com/homedetails/940-W-Dove-Rd-Southlake-TX-76092/97701597_zpid/
5134 Vanderbilt Ave,DALLAS,335000,93,3.0,2.0,1586,TX,https://www.zillow.com/homedetails/5134-Vanderbilt-Ave-Dallas-TX-75206/26695574_zpid/
11911 Fawnview Dr,HOUSTON,289900,43,4.0,3.0,3576,TX,https://www.zillow.com/homedetails/11911-Fawnview-Dr-Houston-TX-77070/28261645_zpid/
31 W Rivercrest Dr,HOUSTON,4875000,17,11.0,12.0,20513,TX,https://www.zillow.com/homedetails/31-W-Rivercrest-Dr-Houston-TX-77042/84051651_zpid/
6223 Katy Run,San Antonio,211000,0,4.0,3.0,1706,TX,https://www.zillow.com/homedetails/6223-Katy-Run-San-Antonio-TX-78220/2086346755_zpid/
10010 Moongrove Pass,SAN ANTONIO,134900,13,3.0,3.0,2786,TX,https://www.zillow.com/homedetails/10010-Moongrove-Pass-San-Antonio-TX-78239/69663459_zpid/
4548 Chaha Rd APT 102,Garland,220000,38,4.0,5.0,2701,TX,https://www.zillow.com/homedetails/4548-Chaha-Rd-APT-102-Garland-TX-75043/2092899033_zpid/
3811 Westlake Dr,AUSTIN,9990000,6,5.0,6.5,5775,TX,https://www.zillow.com/homedetails/3811-Westlake-Dr-Austin-TX-78746/29342058_zpid/
12099 Village Gate Dr,EL PASO,199900,25,4.0,2.5,2417,TX,https://www.zillow.com/homedetails/12099-Village-Gate-Dr-El-Paso-TX-79936/27515902_zpid/
215 S Pinto St,SAN ANTONIO,215000,89,4.0,1.0,2004,TX,https://www.zillow.com/homedetails/215-S-Pinto-St-San-Antonio-TX-78207/26125193_zpid/
14331 Bellcrest Dr,SAN ANTONIO,179999,33,3.0,2.0,1588,TX,https://www.zillow.com/homedetails/14331-Bellcrest-Dr-San-Antonio-TX-78217/26397413_zpid/
1222 Crockett St,Amarillo,129900,90,4.0,2.0,1918,TX,https://www.zillow.com/homedetails/1222-Crockett-St-Amarillo-TX-79102/50803244_zpid/
1102 Baffin Ln,HOUSTON,125000,47,4.0,4.0,3547,TX,https://www.zillow.com/homedetails/1102-Baffin-Ln-Houston-TX-77090/28176093_zpid/
1038 W Ridgewood Ct,SAN ANTONIO,129900,93,3.0,2.0,1450,TX,https://www.zillow.com/homedetails/1038-W-Ridgewood-Ct-San-Antonio-TX-78201/26141640_zpid/
3716 N White Chapel Blvd,Southlake,3500000,12,8.0,10.0,19673,TX,https://www.zillow.com/homedetails/3716-N-White-Chapel-Blvd-Southlake-TX-76092/79918269_zpid/
2727 Carpenter Ave,DALLAS,164000,1,3.0,2.0,1416,TX,https://www.zillow.com/homedetails/2727-Carpenter-Ave-Dallas-TX-75215/26687232_zpid/
5007 Pepper Ln,Austin,189000,42,3.0,2.0,1224,TX,https://www.zillow.com/homedetails/5007-Pepper-Ln-Austin-TX-78744/29489181_zpid/
435 Bear Trl # 368,Glenn Heights,75000,1,3.0,2.0,1699,TX,https://www.zillow.com/homedetails/435-Bear-Trl-368-Glenn-Heights-TX-75154/27225377_zpid/
1810 Foxlake Dr,HOUSTON,189000,36,4.0,3.0,2159,TX,https://www.zillow.com/homedetails/1810-Foxlake-Dr-Houston-TX-77084/28371636_zpid/
2003 Kraft St,DALLAS,369900,1,5.0,4.0,2472,TX,https://www.zillow.com/homedetails/2003-Kraft-St-Dallas-TX-75212/96512585_zpid/
9807 Heritage Farm,San Antonio,189900,39,4.0,2.0,1874,TX,https://www.zillow.com/homedetails/9807-Heritage-Farm-San-Antonio-TX-78245/26367890_zpid/
2006 Roanwood Dr,Houston,161800,45,5.0,4.0,2848,TX,https://www.zillow.com/homedetails/2006-Roanwood-Dr-Houston-TX-77090/28167493_zpid/
4531 Laurie Michelle Rd,SAN ANTONIO,389500,21,5.0,4.0,3748,TX,https://www.zillow.com/homedetails/4531-Laurie-Michelle-Rd-San-Antonio-TX-78261/26168979_zpid/
715 Mannington Dr,Dallas,155000,15,4.0,2.0,1437,TX,https://www.zillow.com/homedetails/715-Mannington-Dr-Dallas-TX-75232/67951494_zpid/
13022 Peregrine,SAN ANTONIO,149750,13,3.0,2.0,1639,TX,https://www.zillow.com/homedetails/13022-Peregrine-San-Antonio-TX-78233/69638319_zpid/
2702 Brighton Park # TEVHVL,San Antonio,319900,0,4.0,4.0,3100,TX,https://www.zillow.com/community/horizon-pointe/2086971852_zpid/
47 Grand Regency Cir,THE WOODLANDS,7000000,14,9.0,13.0,17315,TX,https://www.zillow.com/homedetails/47-Grand-Regency-Cir-The-Woodlands-TX-77382/70331545_zpid/
14738 Highland Rdg,SAN ANTONIO,204900,33,4.0,2.0,2037,TX,https://www.zillow.com/homedetails/14738-Highland-Rdg-San-Antonio-TX-78233/26386668_zpid/
13411 Douglas Lake Rd,Houston,329900,9,4.0,4.0,3039,TX,https://www.zillow.com/homedetails/13411-Douglas-Lake-Rd-Houston-TX-77044/112159380_zpid/
2509 Wooded Acres Dr,WACO,284900,60,4.0,3.0,2920,TX,https://www.zillow.com/homedetails/2509-Wooded-Acres-Dr-Waco-TX-76710/52104815_zpid/
9928 Scyene Rd,DALLAS,225000,1,4.0,3.0,1929,TX,https://www.zillow.com/homedetails/9928-Scyene-Rd-Dallas-TX-75227/96524120_zpid/
4510 Sylvan Glen Dr,HOUSTON,275000,36,4.0,5.0,3082,TX,https://www.zillow.com/homedetails/4510-Sylvan-Glen-Dr-Houston-TX-77084/28252902_zpid/
3115 Walnut Hill Ln,DALLAS,375000,46,3.0,3.0,2159,TX,https://www.zillow.com/homedetails/3115-Walnut-Hill-Ln-Dallas-TX-75229/26807867_zpid/
12536 Breeder Cup Way,El Paso,278950,1,5.0,3.0,2645,TX,https://www.zillow.com/homedetails/12536-Breeder-Cup-Way-El-Paso-TX-79928/2086017475_zpid/
12703 Misty Valley Dr,HOUSTON,175000,49,5.0,5.0,3509,TX,https://www.zillow.com/homedetails/12703-Misty-Valley-Dr-Houston-TX-77066/28150496_zpid/
3527 Meadow St,DALLAS,69950,72,4.0,2.0,1791,TX,https://www.zillow.com/homedetails/3527-Meadow-St-Dallas-TX-75215/26691253_zpid/
3114 San Vicente Ave,DALLAS,349900,65,3.0,2.0,1699,TX,https://www.zillow.com/homedetails/3114-San-Vicente-Ave-Dallas-TX-75228/26842376_zpid/
3005 Cortez Dr,GARLAND,185000,70,4.0,2.0,1892,TX,https://www.zillow.com/homedetails/3005-Cortez-Dr-Garland-TX-75041/27003336_zpid/
6519 Arabella St,HOUSTON,209000,1,4.0,3.0,1689,TX,https://www.zillow.com/homedetails/6519-Arabella-St-Houston-TX-77091/27755682_zpid/
5120 Mansfield View Ct,AUSTIN,835000,18,4.0,4.0,5237,TX,https://www.zillow.com/homedetails/5120-Mansfield-View-Ct-Austin-TX-78732/29363564_zpid/
5031 Deloache Ave,DALLAS,14995000,14,5.0,11.0,15402,TX,https://www.zillow.com/homedetails/5031-Deloache-Ave-Dallas-TX-75220/26759549_zpid/
13200 Monte Rio St,SAN ANTONIO,210000,42,4.0,2.0,2104,TX,https://www.zillow.com/homedetails/13200-Monte-Rio-St-San-Antonio-TX-78233/26390095_zpid/
2280 Creekridge Dr,FRISCO,5295000,6,8.0,12.0,14788,TX,https://www.zillow.com/homedetails/2280-Creekridge-Dr-Frisco-TX-75034/65352773_zpid/
5314 Ricky St,HOUSTON,219000,2,4.0,3.0,2311,TX,https://www.zillow.com/homedetails/5314-Ricky-St-Houston-TX-77033/97622990_zpid/
10218 Grand Mdw,SAN ANTONIO,172500,37,4.0,3.0,2231,TX,https://www.zillow.com/homedetails/10218-Grand-Mdw-San-Antonio-TX-78239/26390973_zpid/
3227 Mission Grove Dr,HOUSTON,372000,32,5.0,5.0,5090,TX,https://www.zillow.com/homedetails/3227-Mission-Grove-Dr-Houston-TX-77068/28418574_zpid/
4700 Highgrove Dr,Fort Worth,175000,57,4.0,2.0,1615,TX,https://www.zillow.com/homedetails/4700-Highgrove-Dr-Fort-Worth-TX-76132/29153729_zpid/
2133 Beverly Cox Dr,WACO,249900,15,4.0,3.0,2128,TX,https://www.zillow.com/homedetails/2133-Beverly-Cox-Dr-Waco-TX-76705/112169786_zpid/
12507 Mill Wheel Dr,HOUSTON,265000,29,4.0,2.0,2462,TX,https://www.zillow.com/homedetails/12507-Mill-Wheel-Dr-Houston-TX-77070/28377110_zpid/
6 W Rivercrest Dr,HOUSTON,14500000,2,7.0,3.0,21032,TX,https://www.zillow.com/homedetails/6-W-Rivercrest-Dr-Houston-TX-77042/27905044_zpid/
2215 Kessler Woods Ct,DALLAS,1995000,1,4.0,5.5,4328,TX,https://www.zillow.com/homedetails/2215-Kessler-Woods-Ct-Dallas-TX-75208/96534470_zpid/
7011 Beech Trail Dr,SAN ANTONIO,152000,32,3.0,2.0,1704,TX,https://www.zillow.com/homedetails/7011-Beech-Trail-Dr-San-Antonio-TX-78244/26188632_zpid/
3314 Candleside Dr,SAN ANTONIO,179999,8,4.0,3.0,2128,TX,https://www.zillow.com/homedetails/3314-Candleside-Dr-San-Antonio-TX-78244/118217095_zpid/
4402 Bonnie View Rd,DALLAS,198000,0,3.0,2.0,1600,TX,https://www.zillow.com/homedetails/4402-Bonnie-View-Rd-Dallas-TX-75216/96530596_zpid/
5313 Garland Ave,DALLAS,149900,74,3.0,2.0,1444,TX,https://www.zillow.com/homedetails/5313-Garland-Ave-Dallas-TX-75223/26684521_zpid/
9201 Water Tree Dr,MCKINNEY,299999,16,4.0,3.0,2472,TX,https://www.zillow.com/homedetails/9201-Water-Tree-Dr-Mckinney-TX-75070/63673258_zpid/
3618 Hubby Ave,WACO,179900,70,3.0,3.0,1572,TX,https://www.zillow.com/homedetails/3618-Hubby-Ave-Waco-TX-76710/59765318_zpid/
14506 Majestic Prince St,SAN ANTONIO,299000,43,4.0,3.0,2868,TX,https://www.zillow.com/homedetails/14506-Majestic-Prince-St-San-Antonio-TX-78248/26399229_zpid/
3002 Alabama Ave,Dallas,195000,1,4.0,2.0,1683,TX,https://www.zillow.com/homedetails/3002-Alabama-Ave-Dallas-TX-75216/96511461_zpid/
78 Champion Villa Dr,HOUSTON,265000,18,3.0,2.5,3214,TX,https://www.zillow.com/homedetails/78-Champion-Villa-Dr-Houston-TX-77069/28532661_zpid/
2229 Miller Ave,Fort Worth,190000,0,3.0,2.0,1664,TX,https://www.zillow.com/homedetails/2229-Miller-Ave-Fort-Worth-TX-76105/97693269_zpid/
5752 Country View Ln,Frisco,389900,14,4.0,4.0,3396,TX,https://www.zillow.com/homedetails/5752-Country-View-Ln-Frisco-TX-75034/69685731_zpid/
23110 Summers Dream,SAN ANTONIO,314900,16,5.0,4.0,4181,TX,https://www.zillow.com/homedetails/23110-Summers-Dream-San-Antonio-TX-78258/65068594_zpid/
191 Granite Ln,AUSTIN,799000,11,4.0,4.0,3453,TX,https://www.zillow.com/homedetails/191-Granite-Ln-Austin-TX-78737/89406316_zpid/
1337 Rivercrest Dr,MESQUITE,195000,23,4.0,2.0,1981,TX,https://www.zillow.com/homedetails/1337-Rivercrest-Dr-Mesquite-TX-75181/27133200_zpid/
7302 Quicksilver Cir,AUSTIN,224990,36,3.0,2.0,1084,TX,https://www.zillow.com/homedetails/7302-Quicksilver-Cir-Austin-TX-78744/29508681_zpid/
2029 Oxford Cir,GRAND PRAIRIE,199900,43,4.0,3.0,2623,TX,https://www.zillow.com/homedetails/2029-Oxford-Cir-Grand-Prairie-TX-75051/27074324_zpid/
8065 Staley Dr,FRISCO,484000,17,4.0,4.0,3916,TX,https://www.zillow.com/homedetails/8065-Staley-Dr-Frisco-TX-75034/60216373_zpid/
1800 Crimson Rosella Trl # X6LOHI,Austin,285990,0,3.0,2.5,2002,TX,https://www.zillow.com/community/wells-branch/2088583441_zpid/
2151 Fairway Dr,Fort Worth,179900,63,3.0,2.0,1933,TX,https://www.zillow.com/homedetails/2151-Fairway-Dr-Fort-Worth-TX-76119/29083971_zpid/
1915 Sandy Lake Rd TRAILER 55,Carrollton,83000,38,3.0,2.0,1500,TX,https://www.zillow.com/homedetails/1915-Sandy-Lake-Rd-TRAILER-55-Carrollton-TX-75006/60350935_zpid/
1529 Windchime Dr,DALLAS,249900,54,4.0,2.0,2043,TX,https://www.zillow.com/homedetails/1529-Windchime-Dr-Dallas-TX-75224/26779431_zpid/
4320 Sweet Clover Ln,Crowley,169900,6,4.0,2.0,1630,TX,https://www.zillow.com/homedetails/4320-Sweet-Clover-Ln-Crowley-TX-76036/79917385_zpid/
4519 Frank St,DALLAS,110000,1,3.0,2.5,1326,TX,https://www.zillow.com/homedetails/4519-Frank-St-Dallas-TX-75210/26698554_zpid/
4929 Breezewind Ln,Fort Worth,288500,4,4.0,3.0,2887,TX,https://www.zillow.com/homedetails/4929-Breezewind-Ln-Fort-Worth-TX-76123/79939883_zpid/
15909 Dink Pearson Ln,AUSTIN,499000,5,4.0,3.0,2490,TX,https://www.zillow.com/homedetails/15909-Dink-Pearson-Ln-Austin-TX-78717/111968068_zpid/
206 Perry Ave,WAXAHACHIE,199900,1,4.0,3.0,1543,TX,https://www.zillow.com/homedetails/206-Perry-Ave-Waxahachie-TX-75165/27358752_zpid/
202 Stellariga Pl,Dallas,179900,2,3.0,2.5,1482,TX,https://www.zillow.com/homedetails/202-Stellariga-Pl-Dallas-TX-75203/96505125_zpid/
1333 Sawdust Ct,AUSTIN,550000,13,4.0,3.0,3192,TX,https://www.zillow.com/homedetails/1333-Sawdust-Ct-Austin-TX-78732/83825842_zpid/
4030 Vineyard Dr,DALLAS,295000,1,5.0,4.0,3025,TX,https://www.zillow.com/homedetails/4030-Vineyard-Dr-Dallas-TX-75212/26834635_zpid/
7334 Blazar Way,San Antonio,217000,13,5.0,4.0,2675,TX,https://www.zillow.com/homedetails/7334-Blazar-Way-San-Antonio-TX-78252/69655381_zpid/
2428 Park Crest Ct,Irving,240000,29,3.0,3.0,2043,TX,https://www.zillow.com/homedetails/2428-Park-Crest-Ct-Irving-TX-75060/27104770_zpid/
4841 Sandage Ave,Fort Worth,66000,67,3.0,2.0,1166,TX,https://www.zillow.com/homedetails/4841-Sandage-Ave-Fort-Worth-TX-76115/29098546_zpid/
6407 Antares Park,SAN ANTONIO,200000,13,4.0,3.0,3026,TX,https://www.zillow.com/homedetails/6407-Antares-Park-San-Antonio-TX-78239/80037353_zpid/
10216 Hillhouse Ln,DALLAS,125000,35,2.0,2.0,1093,TX,https://www.zillow.com/homedetails/10216-Hillhouse-Ln-Dallas-TX-75227/26908422_zpid/
14153 Robert Ituarte Dr,EL PASO,179000,12,3.0,3.0,2412,TX,https://www.zillow.com/homedetails/14153-Robert-Ituarte-Dr-El-Paso-TX-79938/89626592_zpid/
7135 Majestic Oaks Dr,HOUSTON,215000,48,4.0,2.0,2522,TX,https://www.zillow.com/homedetails/7135-Majestic-Oaks-Dr-Houston-TX-77040/28153372_zpid/
11512 Desdemona Dr,Dallas,199900,66,5.0,2.0,2010,TX,https://www.zillow.com/homedetails/11512-Desdemona-Dr-Dallas-TX-75228/26837835_zpid/
10514 Creektree Dr,HOUSTON,129900,49,5.0,3.0,2536,TX,https://www.zillow.com/homedetails/10514-Creektree-Dr-Houston-TX-77070/28145733_zpid/
1610 E. Robertson,Copperas Cove t,139900,27,4.0,3.0,3564,TX,https://www.zillow.com/homedetails/1610-E-Robertson-Copperas-Cove-T-TX-76522/2099847964_zpid/
617 E Spring Valley Rd,Richardson,324900,47,5.0,4.0,3032,TX,https://www.zillow.com/homedetails/617-E-Spring-Valley-Rd-Richardson-TX-75081/27179515_zpid/
763 Marble Canyon Cir,IRVING,269900,27,3.0,2.0,1558,TX,https://www.zillow.com/homedetails/763-Marble-Canyon-Cir-Irving-TX-75063/27116373_zpid/
