address,city,price(USD),age,bds,ba,sqft,state,url
1008 Meadow Brook Dr,Woodstock,442940,14,4.0,4.0,3630,GA,https://www.zillow.com/homedetails/1008-Meadow-Brook-Dr-Woodstock-GA-30188/68125790_zpid/
5306 Paddington Ln,Powder Springs,214240,17,4.0,4.0,2524,GA,https://www.zillow.com/homedetails/5306-Paddington-Ln-Powder-Springs-GA-30127/60161197_zpid/
2624 Mcguire Dr NW,Kennesaw,212180,19,4.0,3.0,1564,GA,https://www.zillow.com/homedetails/2624-Mcguire-Dr-NW-Kennesaw-GA-30144/60162968_zpid/
9340 Saint Georgen Cmn,Duluth,519880,19,4.0,5.0,3114,GA,https://www.zillow.com/homedetails/9340-Saint-Georgen-Cmn-Duluth-GA-30097/69350216_zpid/
4154 Knotty Oak Trl,Douglasville,155530,38,3.0,3.0,2216,GA,https://www.zillow.com/homedetails/4154-Knotty-Oak-Trl-Douglasville-GA-30135/49825010_zpid/
3779 Grayridge Dr,Duluth,342000,26,4.0,4.0,2678,GA,https://www.zillow.com/homedetails/3779-Grayridge-Dr-Duluth-GA-30097/14831021_zpid/
3832 Whitney Pl,Duluth,361000,35,4.0,3.0,2585,GA,https://www.zillow.com/homedetails/3832-Whitney-Pl-Duluth-GA-30096/14791980_zpid/
1305 Lake Washington Cir,Lawrenceville,383160,24,4.0,3.0,3045,GA,https://www.zillow.com/homedetails/1305-Lake-Washington-Cir-Lawrenceville-GA-30043/14814129_zpid/
85 Fairway Ridge Dr,Alpharetta,459950,7,4.0,4.0,2978,GA,https://www.zillow.com/homedetails/85-Fairway-Ridge-Dr-Alpharetta-GA-30022/14680027_zpid/
3450 Whitney Ct,Douglasville,232000,23,3.0,3.0,1182,GA,https://www.zillow.com/homedetails/3450-Whitney-Ct-Douglasville-GA-30135/49820514_zpid/
4285 Habersham Way,Cumming,345000,28,4.0,3.0,3305,GA,https://www.zillow.com/homedetails/4285-Habersham-Way-Cumming-GA-30041/14632290_zpid/
3837 Heartleaf Dr NW,Acworth,288990,20,4.0,3.0,3555,GA,https://www.zillow.com/homedetails/3837-Heartleaf-Dr-NW-Acworth-GA-30101/14371604_zpid/
2085 Youngblood Dr,Hephzibah,175000,22,4.0,3.0,3026,GA,https://www.zillow.com/homedetails/2085-Youngblood-Dr-Hephzibah-GA-30815/14988499_zpid/
2152 Maxwell Dr SW,ATLANTA,157900,39,3.0,3.0,1800,GA,https://www.zillow.com/homedetails/2152-Maxwell-Dr-SW-Atlanta-GA-30311/35867195_zpid/
661 Woodstone Rd,Lithonia,139900,29,4.0,3.0,2332,GA,https://www.zillow.com/homedetails/661-Woodstone-Rd-Lithonia-GA-30058/14513434_zpid/
2887 Spicewood Ln NW,Kennesaw,304880,24,5.0,4.0,3119,GA,https://www.zillow.com/homedetails/2887-Spicewood-Ln-NW-Kennesaw-GA-30152/14383605_zpid/
308 N Brooke Dr,Canton,351000,18,4.0,4.0,2707,GA,https://www.zillow.com/homedetails/308-N-Brooke-Dr-Canton-GA-30115/49928681_zpid/
5320 Kings Hill Dr,Cumming,324450,13,2.0,2.0,2137,GA,https://www.zillow.com/homedetails/5320-Kings-Hill-Dr-Cumming-GA-30040/98008160_zpid/
5308 Harbury Cv,Suwanee,551440,17,5.0,4.0,3972,GA,https://www.zillow.com/homedetails/5308-Harbury-Cv-Suwanee-GA-30024/60836441_zpid/
1505 Hawkins Cove Trl,Roswell,366000,23,3.0,3.0,2213,GA,https://www.zillow.com/homedetails/1505-Hawkins-Cove-Trl-Roswell-GA-30076/35819898_zpid/
9380 Huntcliff Trce,Sandy Springs,436720,42,3.0,3.0,2499,GA,https://www.zillow.com/homedetails/9380-Huntcliff-Trce-Sandy-Springs-GA-30350/35938169_zpid/
11850 Aspen Forest Dr,Alpharetta,359550,28,4.0,3.0,2427,GA,https://www.zillow.com/homedetails/11850-Aspen-Forest-Dr-Alpharetta-GA-30005/14656380_zpid/
4999 Kahala Ave APT 108,HONOLULU,125000,53,2.0,2.0,1555,HI,https://www.zillow.com/homedetails/4999-Kahala-Ave-APT-108-Honolulu-HI-96816/82439656_zpid/
9 Bay Dr,Lahaina,49000000,23,8.0,8.5,6645,HI,https://www.zillow.com/homedetails/9-Bay-Dr-Lahaina-HI-96761/2088332790_zpid/
1860 Ala Moana Blvd APT 905,Honolulu,150000,49,2.0,2.0,1304,HI,https://www.zillow.com/homedetails/1860-Ala-Moana-Blvd-APT-905-Honolulu-HI-96815/82431072_zpid/
4505 Kahala Ave,HONOLULU,30000000,31,5.0,7.0,15830,HI,https://www.zillow.com/homedetails/4505-Kahala-Ave-Honolulu-HI-96816/59790823_zpid/
13-3673 Pomaikai St,PAHOA,175000,25,3.0,2.0,1596,HI,https://www.zillow.com/homedetails/13-3673-Pomaikai-St-Pahoa-HI-96778/80321628_zpid/
3559 Lower Honoapiilani Rd APT 6B,Lahaina,239000,53,2.0,1.0,888,HI,https://www.zillow.com/homedetails/3559-Lower-Honoapiilani-Rd-APT-6B-Lahaina-HI-96761/2123838606_zpid/
4999 Kahala Ave APT 472,HONOLULU,750000,53,3.0,3.0,3440,HI,https://www.zillow.com/homedetails/4999-Kahala-Ave-APT-472-Honolulu-HI-96816/82502601_zpid/
123 Kailuana Loop,KAILUA,19800000,7,7.0,11.0,11353,HI,https://www.zillow.com/homedetails/123-Kailuana-Loop-Kailua-HI-96734/637546_zpid/
145 Kailuana Loop,KAILUA,28500000,45,10.0,11.0,14834,HI,https://www.zillow.com/homedetails/145-Kailuana-Loop-Kailua-HI-96734/637551_zpid/
2416 Maryland Pike,Des Moines,185000,81,3.0,3.0,1164,IA,https://www.zillow.com/homedetails/2416-Maryland-Pike-Des-Moines-IA-50310/805966_zpid/
4130 Riverside Dr NE,CEDAR RAPIDS,189000,101,3.0,2.0,1644,IA,https://www.zillow.com/homedetails/4130-Riverside-Dr-NE-Cedar-Rapids-IA-52411/73077270_zpid/
2613 33rd St,Des Moines,184900,78,3.0,2.0,1279,IA,https://www.zillow.com/homedetails/2613-33rd-St-Des-Moines-IA-50310/806896_zpid/
6180 Ashworth Rd,WEST DES MOINES,274900,46,4.0,3.0,2164,IA,https://www.zillow.com/homedetails/6180-Ashworth-Rd-West-Des-Moines-IA-50266/61676001_zpid/
1501 Pioneer Rd,Des Moines,155000,64,4.0,2.0,1784,IA,https://www.zillow.com/homedetails/1501-Pioneer-Rd-Des-Moines-IA-50320/765557_zpid/
117 NW Cedarwood Dr,Ankeny,285000,26,3.0,3.0,2710,IA,https://www.zillow.com/homedetails/117-NW-Cedarwood-Dr-Ankeny-IA-50023/829020_zpid/
15905 Boston Pkwy,CLIVE,340000,16,5.0,4.0,3156,IA,https://www.zillow.com/homedetails/15905-Boston-Pkwy-Clive-IA-50325/61668413_zpid/
1800 26th St,Des Moines,150000,96,2.0,1.0,1303,IA,https://www.zillow.com/homedetails/1800-26th-St-Des-Moines-IA-50310/792561_zpid/
1716 Linden Ave,Cedar Falls,213900,50,3.0,2.0,2080,IA,https://www.zillow.com/homedetails/1716-Linden-Ave-Cedar-Falls-IA-50613/76669217_zpid/
805 74th St NE,CEDAR RAPIDS,175000,20,3.0,3.0,1583,IA,https://www.zillow.com/homedetails/805-74th-St-NE-Cedar-Rapids-IA-52402/73048455_zpid/
1705 Fox Trail Dr NE,CEDAR RAPIDS,215000,24,3.0,3.0,1812,IA,https://www.zillow.com/homedetails/1705-Fox-Trail-Dr-NE-Cedar-Rapids-IA-52402/73047024_zpid/
2701 SE 7th St,Des Moines,179500,19,4.0,3.0,1386,IA,https://www.zillow.com/homedetails/2701-SE-7th-St-Des-Moines-IA-50315/68174507_zpid/
5400 SW 17th St,Des Moines,150000,60,3.0,2.0,1088,IA,https://www.zillow.com/homedetails/5400-SW-17th-St-Des-Moines-IA-50315/815992_zpid/
4222 Woodlawn Dr,Des Moines,685000,102,4.0,3.0,3595,IA,https://www.zillow.com/homedetails/4222-Woodlawn-Dr-Des-Moines-IA-50312/795566_zpid/
1848 NW 90th St,Clive,262500,29,3.0,3.0,1360,IA,https://www.zillow.com/homedetails/1848-NW-90th-St-Clive-IA-50325/847331_zpid/
4730 Ingersoll Ave,Des Moines,278000,97,3.0,2.0,1575,IA,https://www.zillow.com/homedetails/4730-Ingersoll-Ave-Des-Moines-IA-50312/796395_zpid/
324 E Hughes Ave,Des Moines,159900,86,4.0,3.0,1906,IA,https://www.zillow.com/homedetails/324-E-Hughes-Ave-Des-Moines-IA-50315/766456_zpid/
2011 Merklin Way,Des Moines,179900,65,2.0,2.0,1295,IA,https://www.zillow.com/homedetails/2011-Merklin-Way-Des-Moines-IA-50310/800864_zpid/
4 Hillcrest Dr,CLINTON,288900,98,6.0,5.0,7058,IA,https://www.zillow.com/homedetails/4-Hillcrest-Dr-Clinton-IA-52732/76724959_zpid/
1913 Meadow Ridge Ln,IOWA CITY,280000,15,5.0,5.0,2340,IA,https://www.zillow.com/homedetails/1913-Meadow-Ridge-Ln-Iowa-City-IA-52245/93866031_zpid/
876 S Phillippi St,Boise,170000,36,2.0,2.0,1026,ID,https://www.zillow.com/homedetails/876-S-Phillippi-St-Boise-ID-83705/79691428_zpid/
1302 N 20th St,Boise,315000,69,2.0,1.0,831,ID,https://www.zillow.com/homedetails/1302-N-20th-St-Boise-ID-83702/79689607_zpid/
5251 N Blue Ash Pl,Boise,379900,19,5.0,3.0,2829,ID,https://www.zillow.com/homedetails/5251-N-Blue-Ash-Pl-Boise-ID-83713/79600823_zpid/
3737 E Jump Creek Ln,Boise,319500,6,3.0,2.0,1415,ID,https://www.zillow.com/homedetails/3737-E-Jump-Creek-Ln-Boise-ID-83716/83173859_zpid/
1611 N 19th St,Boise,489900,80,3.0,2.0,1698,ID,https://www.zillow.com/homedetails/1611-N-19th-St-Boise-ID-83702/79628096_zpid/
1391 N Midtown St,Meridian,277000,22,3.0,2.0,1878,ID,https://www.zillow.com/homedetails/1391-N-Midtown-St-Meridian-ID-83642/79660185_zpid/
6381 E Wild Horse Ln,Boise,3100000,14,5.0,8.0,10757,ID,https://www.zillow.com/homedetails/6381-E-Wild-Horse-Ln-Boise-ID-83712/82790848_zpid/
2318 Malibu Dr,IDAHO FALLS,340000,45,5.0,3.0,3866,ID,https://www.zillow.com/homedetails/2318-Malibu-Dr-Idaho-Falls-ID-83404/76917813_zpid/
6 Paloma Dr,BOISE,235000,23,3.0,2.0,1204,ID,https://www.zillow.com/homedetails/6-Paloma-Dr-Boise-ID-83716/89918849_zpid/
1118 W Teton Ave,Nampa,179900,19,3.0,2.0,1102,ID,https://www.zillow.com/homedetails/1118-W-Teton-Ave-Nampa-ID-83686/72350891_zpid/
421 S Curtis Rd LOT 312,Boise,225000,12,3.0,2.0,2241,ID,https://www.zillow.com/homedetails/421-S-Curtis-Rd-LOT-312-Boise-ID-83705/190076998_zpid/
1932 N Burling St,CHICAGO,45000000,9,6.0,11.0,25000,IL,https://www.zillow.com/homedetails/1932-N-Burling-St-Chicago-IL-60614/101327119_zpid/
2700 Point Dr,Highland Park,14855000,24,9.0,19.0,32683,IL,https://www.zillow.com/homedetails/2700-Point-Dr-Highland-Park-IL-60035/4902463_zpid/
915 N Dearborn St,Chicago,21900000,131,6.0,7.0,13400,IL,https://www.zillow.com/homedetails/915-N-Dearborn-St-Chicago-IL-60610/2142522474_zpid/
7 Fox Hunt Rd,Barrington,14888000,15,8.0,14.0,30000,IL,https://www.zillow.com/homedetails/7-Fox-Hunt-Rd-Barrington-IL-60010/5090080_zpid/
11845 Love Rd,ROSCOE,119900,46,4.0,3.0,1734,IL,https://www.zillow.com/homedetails/11845-Love-Rd-Roscoe-IL-61073/5497969_zpid/
77 Stone Gate Ln,Lake Forest,12000000,91,6.0,8.0,8865,IL,https://www.zillow.com/homedetails/77-Stone-Gate-Ln-Lake-Forest-IL-60045/4857912_zpid/
3500 N Lake Shore Dr APT 2A,Chicago,220000,92,3.0,3.0,2500,IL,https://www.zillow.com/homedetails/3500-N-Lake-Shore-Dr-APT-2A-Chicago-IL-60657/2136379399_zpid/
28W660 Perkins Ct,NAPERVILLE,5890000,5,6.0,10.0,21805,IL,https://www.zillow.com/homedetails/28W660-Perkins-Ct-Naperville-IL-60564/5365662_zpid/
1521 N State Pkwy,CHICAGO,10300000,125,7.0,8.0,9700,IL,https://www.zillow.com/homedetails/1521-N-State-Pkwy-Chicago-IL-60610/3842856_zpid/
235 W Van Buren St UNIT 2108,Chicago,149620,9,1.0,1.0,590,IL,https://www.zillow.com/homedetails/235-W-Van-Buren-St-UNIT-2108-Chicago-IL-60607/2085560529_zpid/
3001 S Michigan Ave UNIT 1202,Chicago,169900,49,2.0,2.0,1100,IL,https://www.zillow.com/homedetails/3001-S-Michigan-Ave-UNIT-1202-Chicago-IL-60616/2086227433_zpid/
5137 W Berenice Ave,CHICAGO,375000,93,3.0,2.0,2118,IL,https://www.zillow.com/homedetails/5137-W-Berenice-Ave-Chicago-IL-60641/3663325_zpid/
1241 N State Pkwy,CHICAGO,7250000,0,6.0,7.0,7430,IL,https://www.zillow.com/homedetails/1241-N-State-Pkwy-Chicago-IL-60610/3844924_zpid/
315 N Prairie St,BLOOMINGTON,125000,130,2.0,2.0,2712,IL,https://www.zillow.com/homedetails/315-N-Prairie-St-Bloomington-IL-61701/76983815_zpid/
321 Homestead Dr,Bolingbrook,179900,31,3.0,2.0,1550,IL,https://www.zillow.com/homedetails/321-Homestead-Dr-Bolingbrook-IL-60440/5402678_zpid/
608 Morgan St,JOLIET,79900,124,5.0,2.0,3280,IL,https://www.zillow.com/homedetails/608-Morgan-St-Joliet-IL-60436/5486083_zpid/
457 Lilac Ln,ELK GROVE VILLAGE,265000,59,4.0,2.0,1400,IL,https://www.zillow.com/homedetails/457-Lilac-Ln-Elk-Grove-Village-IL-60007/3460774_zpid/
3900 N Lake Shore Dr APT 19A,CHICAGO,245000,61,2.0,2.0,1150,IL,https://www.zillow.com/homedetails/3900-N-Lake-Shore-Dr-APT-19A-Chicago-IL-60613/3713966_zpid/
1107 W 61st St,Chicago,22000,105,6.0,3.0,2718,IL,https://www.zillow.com/homedetails/1107-W-61st-St-Chicago-IL-60621/2089725217_zpid/
2163 N Oakley Ave,Chicago,2990000,5,6.0,5.0,5963,IL,https://www.zillow.com/homedetails/2163-N-Oakley-Ave-Chicago-IL-60647/158599832_zpid/
405 N Mayflower Rd,Lake Forest,8950000,102,10.0,11.0,24500,IL,https://www.zillow.com/homedetails/405-N-Mayflower-Rd-Lake-Forest-IL-60045/4857805_zpid/
1119 N 7th Ave,Maywood,70000,92,3.0,2.0,1875,IL,https://www.zillow.com/homedetails/1119-N-7th-Ave-Maywood-IL-60153/3745882_zpid/
809 N Mclean St,Bloomington,125000,137,5.0,3.0,4019,IL,https://www.zillow.com/homedetails/809-N-Mclean-St-Bloomington-IL-61701/76983440_zpid/
1100 Singleton Dr,ROSELLE,245000,41,3.0,2.0,1891,IL,https://www.zillow.com/homedetails/1100-Singleton-Dr-Roselle-IL-60172/4364262_zpid/
4143 N Tripp Ave,CHICAGO,1825000,1,6.0,7.0,6700,IL,https://www.zillow.com/homedetails/4143-N-Tripp-Ave-Chicago-IL-60641/3647711_zpid/
809 Westfield Ln,SCHAUMBURG,349900,43,4.0,3.0,2655,IL,https://www.zillow.com/homedetails/809-Westfield-Ln-Schaumburg-IL-60193/3431437_zpid/
4850 S Lake Park Ave APT 301,Chicago,34900,49,3.0,2.0,1200,IL,https://www.zillow.com/homedetails/4850-S-Lake-Park-Ave-APT-301-Chicago-IL-60615/2086110754_zpid/
28 Sundance Rd,MATTESON,189000,20,4.0,3.0,2235,IL,https://www.zillow.com/homedetails/28-Sundance-Rd-Matteson-IL-60443/54543526_zpid/
618 E 91st St,CHICAGO,178000,109,3.0,3.0,1250,IL,https://www.zillow.com/homedetails/618-E-91st-St-Chicago-IL-60619/4116516_zpid/
1636 N. Wells #2008,Chicago,99500,N/A,1.0,1.0,750,IL,https://www.zillow.com/homedetails/1636-N-Wells-2008-Chicago-IL-60617/2096208682_zpid/
516 W Bottom Ave,COLUMBIA,149900,78,3.0,1.0,1500,IL,https://www.zillow.com/homedetails/516-W-Bottom-Ave-Columbia-IL-62236/5092107_zpid/
4952 S Champlain Ave,Chicago,580000,1,5.0,4.0,3762,IL,https://www.zillow.com/homedetails/4952-S-Champlain-Ave-Chicago-IL-60615/2089687874_zpid/
556 N Central Ave,CHICAGO,220000,125,5.0,2.0,2667,IL,https://www.zillow.com/homedetails/556-N-Central-Ave-Chicago-IL-60644/3807393_zpid/
1450 Thoria Rd,Batavia,269900,59,4.0,2.0,2323,IL,https://www.zillow.com/homedetails/1450-Thoria-Rd-Batavia-IL-60510/4673836_zpid/
305 Brooks Ave,JOLIET,195000,100,2.0,2.0,1752,IL,https://www.zillow.com/homedetails/305-Brooks-Ave-Joliet-IL-60435/5477629_zpid/
1525 S Michigan Ave APT 108,Chicago,339900,91,2.0,2.0,1450,IL,https://www.zillow.com/homedetails/1525-S-Michigan-Ave-APT-108-Chicago-IL-60605/2087076073_zpid/
722 39th St,DOWNERS GROVE,1800000,67,5.0,5.0,6387,IL,https://www.zillow.com/homedetails/722-39th-St-Downers-Grove-IL-60515/4497096_zpid/
3051 Caton Farm Rd,JOLIET,184900,46,3.0,2.0,1586,IL,https://www.zillow.com/homedetails/3051-Caton-Farm-Rd-Joliet-IL-60431/5358037_zpid/
631 S Whispering Hills Dr,NAPERVILLE,375000,32,4.0,3.0,3050,IL,https://www.zillow.com/homedetails/631-S-Whispering-Hills-Dr-Naperville-IL-60540/4511968_zpid/
243 S Oakland Grv,ELMHURST,299000,92,3.0,3.0,1216,IL,https://www.zillow.com/homedetails/243-S-Oakland-Grv-Elmhurst-IL-60126/4465164_zpid/
7300 S Michigan Ave,CHICAGO,275000,102,5.0,3.0,2682,IL,https://www.zillow.com/homedetails/7300-S-Michigan-Ave-Chicago-IL-60619/4004806_zpid/
9 W Walton St APT 3300,Chicago,12999000,0,4.0,7.0,7085,IL,https://www.zillow.com/homedetails/9-W-Walton-St-APT-3300-Chicago-IL-60610/2086152866_zpid/
185 Lilac St,BOLINGBROOK,259900,16,4.0,3.0,2470,IL,https://www.zillow.com/homedetails/185-Lilac-St-Bolingbrook-IL-60490/64756072_zpid/
7837 S Champlain Ave,CHICAGO,242900,99,5.0,3.0,2400,IL,https://www.zillow.com/homedetails/7837-S-Champlain-Ave-Chicago-IL-60619/4006663_zpid/
3017 N Knoxville Ave,PEORIA,59900,92,3.0,2.0,1971,IL,https://www.zillow.com/homedetails/3017-N-Knoxville-Ave-Peoria-IL-61603/5137039_zpid/
1939 N Howe St,CHICAGO,6800000,27,8.0,10.0,13000,IL,https://www.zillow.com/homedetails/1939-N-Howe-St-Chicago-IL-60614/3739990_zpid/
1222 E Division St,LOCKPORT,229900,60,3.0,2.0,1300,IL,https://www.zillow.com/homedetails/1222-E-Division-St-Lockport-IL-60441/5386448_zpid/
203 Sheridan Rd,WINNETKA,8995000,93,5.0,5.0,6000,IL,https://www.zillow.com/homedetails/203-Sheridan-Rd-Winnetka-IL-60093/3363891_zpid/
40 E Cedar St APT 14D,Chicago,274500,49,2.0,2.0,1100,IL,https://www.zillow.com/homedetails/40-E-Cedar-St-APT-14D-Chicago-IL-60611/2088926720_zpid/
363 E Wacker Dr # 8501,Chicago,10368390,2,5.0,6.0,6521,IL,https://www.zillow.com/homedetails/363-E-Wacker-Dr-8501-Chicago-IL-60601/2098176078_zpid/
509 Sheridan Ln,SCHAUMBURG,339000,42,4.0,2.0,1680,IL,https://www.zillow.com/homedetails/509-Sheridan-Ln-Schaumburg-IL-60193/3429216_zpid/
2312 W Mclean Ave APT GN,CHICAGO,265000,108,2.0,2.0,1100,IL,https://www.zillow.com/homedetails/2312-W-Mclean-Ave-APT-GN-Chicago-IL-60647/87722473_zpid/
514 W Grant Pl,Chicago,1199000,118,5.0,4.0,3600,IL,https://www.zillow.com/homedetails/514-W-Grant-Pl-Chicago-IL-60614/3737502_zpid/
632 W Deming Pl,Chicago,5999000,124,6.0,9.0,10150,IL,https://www.zillow.com/homedetails/632-W-Deming-Pl-Chicago-IL-60614/158584261_zpid/
2226 W Homer St,Chicago,949900,123,5.0,4.0,3450,IL,https://www.zillow.com/homedetails/2226-W-Homer-St-Chicago-IL-60647/2087493257_zpid/
1153 Hillside Rd,Elgin,106900,0,3.0,2.0,1296,IL,https://www.zillow.com/homedetails/1153-Hillside-Rd-Elgin-IL-60123/2088732627_zpid/
17 Ravenwood Cir,BLOOMINGTON,300000,28,4.0,4.0,3131,IL,https://www.zillow.com/homedetails/17-Ravenwood-Cir-Bloomington-IL-61704/76960923_zpid/
6501 S County Line Rd,Burr ridge,7000000,10,8.0,10.0,30000,IL,https://www.zillow.com/homedetails/6501-S-County-Line-Rd-Burr-Ridge-IL-60527/89932172_zpid/
1321 S Heath Ave,CHICAGO,180000,138,3.0,2.0,1295,IL,https://www.zillow.com/homedetails/1321-S-Heath-Ave-Chicago-IL-60608/3874893_zpid/
600 Garden Blvd,BELLEVILLE,195000,86,3.0,2.0,2100,IL,https://www.zillow.com/homedetails/600-Garden-Blvd-Belleville-IL-62220/112010922_zpid/
319 Greenview Ln,Lake Villa,129900,17,4.0,4.0,2271,IL,https://www.zillow.com/homedetails/319-Greenview-Ln-Lake-Villa-IL-60046/4768614_zpid/
2N238 Alma Ave,LOMBARD,259900,26,4.0,2.0,1547,IL,https://www.zillow.com/homedetails/2N238-Alma-Ave-Lombard-IL-60148/4393157_zpid/
209 Pin Oak Ln,SPRINGFIELD,354900,4,4.0,3.0,3000,IL,https://www.zillow.com/homedetails/209-Pin-Oak-Ln-Springfield-IL-62711/126643710_zpid/
1828 Isle Royal Ln,HANOVER PARK,200000,29,3.0,3.0,1687,IL,https://www.zillow.com/homedetails/1828-Isle-Royal-Ln-Hanover-Park-IL-60133/4350734_zpid/
5721 State Route 162,GLEN CARBON,154900,40,3.0,1.0,1288,IL,https://www.zillow.com/homedetails/5721-State-Route-162-Glen-Carbon-IL-62034/4934196_zpid/
1505 Bear Creek Dr,BLOOMINGTON,220000,17,5.0,4.0,3000,IL,https://www.zillow.com/homedetails/1505-Bear-Creek-Dr-Bloomington-IL-61704/76977915_zpid/
20745 Alexander St,OLYMPIA FIELDS,109000,44,4.0,4.0,4600,IL,https://www.zillow.com/homedetails/20745-Alexander-St-Olympia-Fields-IL-60461/4306884_zpid/
710 S Lincoln St,HINSDALE,649999,122,4.0,3.0,2700,IL,https://www.zillow.com/homedetails/710-S-Lincoln-St-Hinsdale-IL-60521/4572691_zpid/
36W623 Lancaster Rd,St Charles,475000,19,4.0,4.0,4714,IL,https://www.zillow.com/homedetails/36W623-Lancaster-Rd-St-Charles-IL-60175/4653676_zpid/
1738 Hawthorne Ter,DES PLAINES,81000,55,3.0,1.0,1275,IL,https://www.zillow.com/homedetails/1738-Hawthorne-Ter-Des-Plaines-IL-60016/3481293_zpid/
15147 Windsor Dr,ORLAND PARK,245000,36,3.0,3.0,2543,IL,https://www.zillow.com/homedetails/15147-Windsor-Dr-Orland-Park-IL-60462/4188851_zpid/
3204 Tanglebrook Dr,Shiloh,206900,20,4.0,3.0,2843,IL,https://www.zillow.com/homedetails/3204-Tanglebrook-Dr-Shiloh-IL-62221/60320952_zpid/
1404 Shaunessey Dr,BLOOMINGTON,243000,9,4.0,3.0,2962,IL,https://www.zillow.com/homedetails/1404-Shaunessey-Dr-Bloomington-IL-61704/114240696_zpid/
91 N Oak St,CRYSTAL LAKE,175000,94,4.0,2.0,1050,IL,https://www.zillow.com/homedetails/91-N-Oak-St-Crystal-Lake-IL-60014/5045811_zpid/
860 Queens Ln,Glenview,1970000,1,6.0,7.0,9236,IL,https://www.zillow.com/homedetails/860-Queens-Ln-Glenview-IL-60025/2087145314_zpid/
2454 W 83rd St,CHICAGO,199999,83,4.0,2.0,1149,IL,https://www.zillow.com/homedetails/2454-W-83rd-St-Chicago-IL-60652/3978900_zpid/
309 Davis Rd,Batavia,210000,59,3.0,1.0,1611,IL,https://www.zillow.com/homedetails/309-Davis-Rd-Batavia-IL-60510/4673901_zpid/
5501 W Hamilton Rd S,Fort Wayne,30000000,22,16.0,28.0,38000,IN,https://www.zillow.com/homedetails/5501-W-Hamilton-Rd-S-Fort-Wayne-IN-46814/73106376_zpid/
2355 W State Road 234,Fortville,25000,49,3.0,2.0,2404,IN,https://www.zillow.com/homedetails/2355-W-State-Road-234-Fortville-IN-46040/85278694_zpid/
806 E Edgewood Ave,Indianapolis,118500,74,4.0,3.0,3998,IN,https://www.zillow.com/homedetails/806-E-Edgewood-Ave-Indianapolis-IN-46227/1170306_zpid/
5799 Sunset Ln,Indianapolis,5800000,89,6.0,13.0,20710,IN,https://www.zillow.com/homedetails/5799-Sunset-Ln-Indianapolis-IN-46228/1257721_zpid/
2204 Spring Hill Dr,South Bend,149900,29,3.0,3.0,1576,IN,https://www.zillow.com/homedetails/2204-Spring-Hill-Dr-South-Bend-IN-46628/77051003_zpid/
1022 Hawthorne Dr,Columbus,165000,68,3.0,2.0,3374,IN,https://www.zillow.com/homedetails/1022-Hawthorne-Dr-Columbus-IN-47203/85094873_zpid/
6572 E South Barbee Dr,Warsaw,169900,7,4.0,2.0,1378,IN,https://www.zillow.com/homedetails/6572-E-South-Barbee-Dr-Warsaw-IN-46582/122699794_zpid/
3379 S Mauxferry Rd,Franklin,89000,59,5.0,2.0,3434,IN,https://www.zillow.com/homedetails/3379-S-Mauxferry-Rd-Franklin-IN-46131/85433714_zpid/
1609 Southwood Dr,Mishawaka,56917,0,3.0,2.0,1216,IN,https://www.zillow.com/homedetails/1609-Southwood-Dr-Mishawaka-IN-46544/2085731364_zpid/
2051 Crestview Ct,Lafayette,190000,68,4.0,3.0,1838,IN,https://www.zillow.com/homedetails/2051-Crestview-Ct-Lafayette-IN-47905/50650797_zpid/
28 West Rd,Dune acres,550000,62,2.0,2.0,3164,IN,https://www.zillow.com/homedetails/28-West-Rd-Dune-Acres-IN-46304/81501401_zpid/
3586 Inverness Blvd,CARMEL,400000,23,4.0,4.0,3120,IN,https://www.zillow.com/homedetails/3586-Inverness-Blvd-Carmel-IN-46032/73241976_zpid/
5212 Eastbourne Dr,Indianapolis,185000,30,5.0,3.0,2469,IN,https://www.zillow.com/homedetails/5212-Eastbourne-Dr-Indianapolis-IN-46226/1148569_zpid/
2641 Castine Walk,Mishawaka,144900,58,3.0,2.0,1462,IN,https://www.zillow.com/homedetails/2641-Castine-Walk-Mishawaka-IN-46544/77014331_zpid/
15015 Silver Thorne Way,CARMEL,189900,22,3.0,2.0,1540,IN,https://www.zillow.com/homedetails/15015-Silver-Thorne-Way-Carmel-IN-46033/73259427_zpid/
5229 N Stony Run Ln,Fort Wayne,90000,62,3.0,1.0,1114,IN,https://www.zillow.com/homedetails/5229-N-Stony-Run-Ln-Fort-Wayne-IN-46825/73154059_zpid/
3720 Northcreek Dr,Fort Wayne,119900,59,3.0,2.0,1532,IN,https://www.zillow.com/homedetails/3720-Northcreek-Dr-Fort-Wayne-IN-46835/73179597_zpid/
3014 W State Road 26,Hartford City,145000,121,4.0,2.0,2762,IN,https://www.zillow.com/homedetails/3014-W-State-Road-26-Hartford-City-IN-47348/85112722_zpid/
10164 Patricia Church Dr,Granger,159900,27,3.0,2.0,1274,IN,https://www.zillow.com/homedetails/10164-Patricia-Church-Dr-Granger-IN-46530/77056470_zpid/
